condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,transcritical,stationary,6,SINDy-STLSQ,70.0,0.06380314814216215,0.0010314560229364028,True
baseline,transcritical,stationary,6,SINDy-STLSQ,78.0,0.48961099278520637,0.011346295205028611,True
baseline,transcritical,stationary,7,Bayesian SINDy (spike-slab),38.0,-0.842469919862948,0.0014258600596408905,True
baseline,transcritical,stationary,7,Bayesian SINDy (spike-slab),54.0,-0.6389035804766015,0.01062036549975609,True
baseline,transcritical,stationary,7,Bayesian SINDy (spike-slab),70.0,-1.1116045840818956,0.004401269629407734,True
baseline,transcritical,stationary,7,Bayesian SINDy (spike-slab),78.0,-1.2270240408180157,0.007327843619609531,True
baseline,transcritical,stationary,7,Kalman OU,38.0,-0.4291382931780806,0.005974299625772488,True
baseline,transcritical,stationary,7,Kalman OU,54.0,-1.7813387244888879,0.035409863734493924,True
baseline,transcritical,stationary,7,Kalman OU,70.0,-2.3058113617723768,0.027945400050946072,True
baseline,transcritical,stationary,7,Kalman OU,78.0,-2.3058113617723768,0.024711103076255295,True
baseline,transcritical,stationary,7,Latent Neural SDE (VI),38.0,-2.791748523712158,0.0005779903516641011,True
baseline,transcritical,stationary,7,Latent Neural SDE (VI),54.0,-2.403316020965576,0.010119534045296835,True
baseline,transcritical,stationary,7,Latent Neural SDE (VI),70.0,-1.2855010032653809,0.002918345053442517,True
baseline,transcritical,stationary,7,Latent Neural SDE (VI),78.0,-2.0657176971435547,0.004497041462185422,True
baseline,transcritical,stationary,7,Moment OU,38.0,,,False
baseline,transcritical,stationary,7,Moment OU,54.0,,,False
baseline,transcritical,stationary,7,Moment OU,70.0,,,False
baseline,transcritical,stationary,7,Moment OU,78.0,,,False
baseline,transcritical,stationary,7,Neural SDE (Euler),38.0,-2.7953810691833496,-0.00157286543484636,True
baseline,transcritical,stationary,7,Neural SDE (Euler),54.0,-2.5038914680480957,0.00847215362690018,True
baseline,transcritical,stationary,7,Neural SDE (Euler),70.0,-1.3087072372436523,0.0014098756227356873,True
baseline,transcritical,stationary,7,Neural SDE (Euler),78.0,-1.9840741157531738,0.003096656191601571,True
baseline,transcritical,stationary,7,SINDy-STLSQ,38.0,-2.825769534463688,0.0014075892169274073,True
baseline,transcritical,stationary,7,SINDy-STLSQ,54.0,-2.4633155082918354,0.010909482980315216,True
baseline,transcritical,stationary,7,SINDy-STLSQ,70.0,-2.54563668829948,0.005631708031760552,True
baseline,transcritical,stationary,7,SINDy-STLSQ,78.0,-3.2258551187117317,0.00745597396125415,True
baseline,transcritical,stationary,8,Bayesian SINDy (spike-slab),38.0,2.068022727823641,0.00275604544723472,True
baseline,transcritical,stationary,8,Bayesian SINDy (spike-slab),54.0,-0.6239336602082859,0.00020975430845192322,True
baseline,transcritical,stationary,8,Bayesian SINDy (spike-slab),70.0,-0.5797239554476095,0.004219735956454251,True
baseline,transcritical,stationary,8,Bayesian SINDy (spike-slab),78.0,-0.3670101573041462,-0.0025545460113761825,True
baseline,transcritical,stationary,8,Kalman OU,38.0,2.229476957398165,-0.0284162435946091,True
baseline,transcritical,stationary,8,Kalman OU,54.0,2.021153514882877,-0.04384976244886962,True
baseline,transcritical,stationary,8,Kalman OU,70.0,2.2746742244891,-0.047936669135,True
baseline,transcritical,stationary,8,Kalman OU,78.0,1.8378090404357132,-0.04132400378528865,True
baseline,transcritical,stationary,8,Latent Neural SDE (VI),38.0,1.994977593421936,2.2154024184248278e-05,True
baseline,transcritical,stationary,8,Latent Neural SDE (VI),54.0,-1.481323480606079,-0.003310443434209359,True
baseline,transcritical,stationary,8,Latent Neural SDE (VI),70.0,-1.649261713027954,0.0012290539246338633,True
baseline,transcritical,stationary,8,Latent Neural SDE (VI),78.0,-1.8278815746307373,-0.007240911057002947,True
baseline,transcritical,stationary,8,Moment OU,38.0,,,False
baseline,transcritical,stationary,8,Moment OU,54.0,,,False
baseline,transcritical,stationary,8,Moment OU,70.0,,,False
baseline,transcritical,stationary,8,Moment OU,78.0,,,False
baseline,transcritical,stationary,8,Neural SDE (Euler),38.0,1.91764497756958,0.0011007300116968322,True
baseline,transcritical,stationary,8,Neural SDE (Euler),54.0,-1.531252384185791,-0.002665350632587049,True
baseline,transcritical,stationary,8,Neural SDE (Euler),70.0,-1.6726288795471191,0.0011312643692869828,True
baseline,transcritical,stationary,8,Neural SDE (Euler),78.0,-1.8352012634277344,-0.0068519277134671125,True
baseline,transcritical,stationary,8,SINDy-STLSQ,38.0,2.584404954950189,0.002759677967596394,True
baseline,transcritical,stationary,8,SINDy-STLSQ,54.0,-1.6633299659658376,-0.0004086136759430259,True
baseline,transcritical,stationary,8,SINDy-STLSQ,70.0,-1.3307650428360893,0.002847050162560316,True
baseline,transcritical,stationary,8,SINDy-STLSQ,78.0,-0.8534943916771627,-0.0032475952636989575,True
baseline,transcritical,stationary,9,Bayesian SINDy (spike-slab),38.0,-0.1722844281210345,0.00731792962980847,True
baseline,transcritical,stationary,9,Bayesian SINDy (spike-slab),54.0,-0.4359768400583497,0.01527720198066121,True
baseline,transcritical,stationary,9,Bayesian SINDy (spike-slab),70.0,-1.2640480883526686,0.013364318606405579,True
baseline,transcritical,stationary,9,Bayesian SINDy (spike-slab),78.0,-0.9154697615626852,0.003171285921996461,True
baseline,transcritical,stationary,9,Kalman OU,38.0,-2.457660723126053,0.04604960176211623,True
baseline,transcritical,stationary,9,Kalman OU,54.0,-1.4547370711255658,0.028583133964219392,True
baseline,transcritical,stationary,9,Kalman OU,70.0,-0.5139877506957509,-0.00015419870266950714,True
baseline,transcritical,stationary,9,Kalman OU,78.0,-0.08824278232178806,-0.0016733234431683397,True
baseline,transcritical,stationary,9,Latent Neural SDE (VI),38.0,-0.7192220687866211,0.011181936021297835,True
baseline,transcritical,stationary,9,Latent Neural SDE (VI),54.0,-2.4083962440490723,0.019404112410721645,True
baseline,transcritical,stationary,9,Latent Neural SDE (VI),70.0,-2.275226593017578,0.020625965009219142,True
baseline,transcritical,stationary,9,Latent Neural SDE (VI),78.0,-0.7656421661376953,0.007588838916344105,True
baseline,transcritical,stationary,9,Moment OU,38.0,,,False
baseline,transcritical,stationary,9,Moment OU,54.0,,,False
baseline,transcritical,stationary,9,Moment OU,70.0,,,False
baseline,transcritical,stationary,9,Moment OU,78.0,,,False
baseline,transcritical,stationary,9,Neural SDE (Euler),38.0,-1.0140669345855713,0.011587610631643784,True
baseline,transcritical,stationary,9,Neural SDE (Euler),54.0,-2.718411684036255,0.0187513452961443,True
baseline,transcritical,stationary,9,Neural SDE (Euler),70.0,-2.6389987468719482,0.021083529815044806,True
baseline,transcritical,stationary,9,Neural SDE (Euler),78.0,-0.8840925693511963,0.007635680030945412,True
baseline,transcritical,stationary,9,SINDy-STLSQ,38.0,-1.816001050281534,0.006041866877442459,True
baseline,transcritical,stationary,9,SINDy-STLSQ,54.0,-1.3679939894317257,0.014632520269049626,True
baseline,transcritical,stationary,9,SINDy-STLSQ,70.0,-1.8568026032460643,0.013524137792880503,True
baseline,transcritical,stationary,9,SINDy-STLSQ,78.0,-0.8271449949734464,0.0031100281490388793,True
baseline,transcritical,stationary,10,Bayesian SINDy (spike-slab),38.0,-1.5460052885617186,0.0037887637296710325,True
baseline,transcritical,stationary,10,Bayesian SINDy (spike-slab),54.0,-0.16742575897310497,-0.006891207044687056,True
baseline,transcritical,stationary,10,Bayesian SINDy (spike-slab),70.0,-1.0416349084512362,-0.007472854191959116,True
baseline,transcritical,stationary,10,Bayesian SINDy (spike-slab),78.0,-0.8619598264865256,-0.0021581615626609096,True
baseline,transcritical,stationary,10,Kalman OU,38.0,0.027847124527070832,-0.01817947477554689,True
baseline,transcritical,stationary,10,Kalman OU,54.0,1.110224827627355,-0.03217278203491937,True
baseline,transcritical,stationary,10,Kalman OU,70.0,0.4025143221062575,-0.0260472529772291,True
baseline,transcritical,stationary,10,Kalman OU,78.0,-1.5845662194377814,0.011033452551192383,True
baseline,transcritical,stationary,10,Latent Neural SDE (VI),38.0,-2.30532169342041,0.007961266294427755,True
baseline,transcritical,stationary,10,Latent Neural SDE (VI),54.0,-1.599947452545166,-0.00783527799055797,True
baseline,transcritical,stationary,10,Latent Neural SDE (VI),70.0,-1.2494964599609375,-0.007900906711269667,True
baseline,transcritical,stationary,10,Latent Neural SDE (VI),78.0,-0.6747000217437744,-0.0007700665542533652,True
baseline,transcritical,stationary,10,Moment OU,38.0,-6.315248098880105,0.06741200475041027,True
baseline,transcritical,stationary,10,Moment OU,54.0,,,False
baseline,transcritical,stationary,10,Moment OU,70.0,-0.029099550907296434,-0.008101238739608477,True
baseline,transcritical,stationary,10,Moment OU,78.0,-1.2553989496912354,0.015944074694356575,True
baseline,transcritical,stationary,10,Neural SDE (Euler),38.0,-2.266394853591919,0.007508409910353286,True
baseline,transcritical,stationary,10,Neural SDE (Euler),54.0,-1.722205400466919,-0.008385276180585141,True
baseline,transcritical,stationary,10,Neural SDE (Euler),70.0,-1.2194931507110596,-0.008887984909765154,True
baseline,transcritical,stationary,10,Neural SDE (Euler),78.0,-0.5842278003692627,-0.0005502268630337981,True
baseline,transcritical,stationary,10,SINDy-STLSQ,38.0,-1.5250406001614554,0.004261787997246913,True
baseline,transcritical,stationary,10,SINDy-STLSQ,54.0,-0.5028148611212857,-0.00763133286662121,True
baseline,transcritical,stationary,10,SINDy-STLSQ,70.0,-0.5037750887354764,-0.007596959073925075,True
baseline,transcritical,stationary,10,SINDy-STLSQ,78.0,0.29927823723549274,-0.002969097484883221,True
baseline,transcritical,stationary,11,Bayesian SINDy (spike-slab),38.0,1.3726973764700783,-0.0008195929513955535,True
baseline,transcritical,stationary,11,Bayesian SINDy (spike-slab),54.0,0.4073083726669209,0.012085598304398287,True
baseline,transcritical,stationary,11,Bayesian SINDy (spike-slab),70.0,0.5489015697682644,0.013090890144300218,True
baseline,transcritical,stationary,11,Bayesian SINDy (spike-slab),78.0,-0.12734708507181125,0.008153652011615886,True
baseline,transcritical,stationary,11,Kalman OU,38.0,-2.6269488849681952,0.0656158088110409,True
baseline,transcritical,stationary,11,Kalman OU,54.0,-0.814934400629518,0.021831989493691195,True
baseline,transcritical,stationary,11,Kalman OU,70.0,-2.6269488849681952,0.05420620357878869,True
baseline,transcritical,stationary,11,Kalman OU,78.0,-1.2635754953186693,0.016070064355159116,True
baseline,transcritical,stationary,11,Latent Neural SDE (VI),38.0,1.92689847946167,-0.0040164922165062955,True
baseline,transcritical,stationary,11,Latent Neural SDE (VI),54.0,2.6910271644592285,0.012337615665265297,True
baseline,transcritical,stationary,11,Latent Neural SDE (VI),70.0,0.18714427947998047,0.01077967355072193,True
baseline,transcritical,stationary,11,Latent Neural SDE (VI),78.0,0.6996798515319824,0.004206504468714567,True
baseline,transcritical,stationary,11,Moment OU,38.0,,,False
baseline,transcritical,stationary,11,Moment OU,54.0,,,False
baseline,transcritical,stationary,11,Moment OU,70.0,,,False
baseline,transcritical,stationary,11,Moment OU,78.0,,,False
baseline,transcritical,stationary,11,Neural SDE (Euler),38.0,2.1494412422180176,-0.004290644498736035,True
baseline,transcritical,stationary,11,Neural SDE (Euler),54.0,2.770132541656494,0.013470832217918186,True
baseline,transcritical,stationary,11,Neural SDE (Euler),70.0,0.26662445068359375,0.007781057644477313,True
baseline,transcritical,stationary,11,Neural SDE (Euler),78.0,0.7180895805358887,0.0023473166411746987,True
baseline,transcritical,stationary,11,SINDy-STLSQ,38.0,1.7786488149714597,0.00029138643747664283,True
baseline,transcritical,stationary,11,SINDy-STLSQ,54.0,1.768094089748323,0.012792181879488412,True
baseline,transcritical,stationary,11,SINDy-STLSQ,70.0,-0.17632116532601572,0.013922207876758769,True
baseline,transcritical,stationary,11,SINDy-STLSQ,78.0,-0.09482347361323384,0.00932652890042815,True
baseline,transcritical,stationary,12,Bayesian SINDy (spike-slab),38.0,-1.9875208042723989,-0.004564665567962756,True
baseline,transcritical,stationary,12,Bayesian SINDy (spike-slab),54.0,-0.3255922468539625,-0.007579898320509718,True
baseline,transcritical,stationary,12,Bayesian SINDy (spike-slab),70.0,-1.6982808226463835,0.00039411618037953067,True
baseline,transcritical,stationary,12,Bayesian SINDy (spike-slab),78.0,-0.13832531093707656,0.0061170920598682815,True
baseline,transcritical,stationary,12,Kalman OU,38.0,2.048545740077936,-0.07552713822423322,True
baseline,transcritical,stationary,12,Kalman OU,54.0,0.9533787587880074,-0.036521487674403594,True
baseline,transcritical,stationary,12,Kalman OU,70.0,-0.0008981694310321586,-0.04827122382003888,True
baseline,transcritical,stationary,12,Kalman OU,78.0,2.453292110692545,-0.06352701534595848,True
baseline,transcritical,stationary,12,Latent Neural SDE (VI),38.0,-2.1790220737457275,0.000596681665856913,True
baseline,transcritical,stationary,12,Latent Neural SDE (VI),54.0,-0.5231132507324219,-0.004078038316705765,True
baseline,transcritical,stationary,12,Latent Neural SDE (VI),70.0,-2.0833380222320557,0.008367000028209878,True
baseline,transcritical,stationary,12,Latent Neural SDE (VI),78.0,0.295382022857666,0.012368426365498564,True
baseline,transcritical,stationary,12,Moment OU,38.0,,,False
baseline,transcritical,stationary,12,Moment OU,54.0,,,False
baseline,transcritical,stationary,12,Moment OU,70.0,,,False
baseline,transcritical,stationary,12,Moment OU,78.0,,,False
baseline,transcritical,stationary,12,Neural SDE (Euler),38.0,-2.2905192375183105,0.0023637185648709425,True
baseline,transcritical,stationary,12,Neural SDE (Euler),54.0,-0.5776715278625488,-0.004589486069260018,True
baseline,transcritical,stationary,12,Neural SDE (Euler),70.0,-1.9581298828125,0.007614145711133613,True
baseline,transcritical,stationary,12,Neural SDE (Euler),78.0,0.16388201713562012,0.013732908738196242,True
baseline,transcritical,stationary,12,SINDy-STLSQ,38.0,-1.7425007190146817,-0.004313482792648274,True
baseline,transcritical,stationary,12,SINDy-STLSQ,54.0,-0.5526131382996087,-0.009142123423608511,True
baseline,transcritical,stationary,12,SINDy-STLSQ,70.0,-1.2789592697605476,-8.650384753519647e-06,True
baseline,transcritical,stationary,12,SINDy-STLSQ,78.0,-0.09329169677301064,0.00587186182130342,True
baseline,transcritical,stationary,13,Bayesian SINDy (spike-slab),38.0,-0.3555548912943429,0.009971454476517455,True
baseline,transcritical,stationary,13,Bayesian SINDy (spike-slab),54.0,1.068853772506373,0.0019782941672274595,True
baseline,transcritical,stationary,13,Bayesian SINDy (spike-slab),70.0,0.2875563759749191,-0.001543269129784669,True
baseline,transcritical,stationary,13,Bayesian SINDy (spike-slab),78.0,-0.565247432129576,-0.0025738584134717413,True
baseline,transcritical,stationary,13,Kalman OU,38.0,0.9031451038532556,-0.015319841811452552,True
baseline,transcritical,stationary,13,Kalman OU,54.0,0.9870149425739814,0.008558963555649855,True
baseline,transcritical,stationary,13,Kalman OU,70.0,2.3805312904008322,-0.0291784802312337,True
baseline,transcritical,stationary,13,Kalman OU,78.0,1.784561366578058,-0.029652908230384432,True
baseline,transcritical,stationary,13,Latent Neural SDE (VI),38.0,-1.403468132019043,0.0077075136112050024,True
baseline,transcritical,stationary,13,Latent Neural SDE (VI),54.0,1.0882916450500488,0.0015108719764475864,True
baseline,transcritical,stationary,13,Latent Neural SDE (VI),70.0,0.20141077041625977,-0.00793707198745093,True
baseline,transcritical,stationary,13,Latent Neural SDE (VI),78.0,0.3484644889831543,-0.0009070863203377577,True
baseline,transcritical,stationary,13,Moment OU,38.0,-5.183978823264596,0.06270601492387401,True
baseline,transcritical,stationary,13,Moment OU,54.0,1.8535337793512165,-0.020346060235992176,True
baseline,transcritical,stationary,13,Moment OU,70.0,1.1503493244921137,-0.014793685682765463,True
baseline,transcritical,stationary,13,Moment OU,78.0,-4.025659016778523,0.01605169172827374,True
baseline,transcritical,stationary,13,Neural SDE (Euler),38.0,-1.386190414428711,0.0076203627358783915,True
baseline,transcritical,stationary,13,Neural SDE (Euler),54.0,1.1178922653198242,0.0005094602925561215,True
